Article slug,Article URL,Media URL,First recorded batch,All batch files,CSV status,CSV provided date,Pinterest upload confirmed,Pinterest uploaded date,Last Pinterest result,Last Pinterest error,Scheduled publish dates,Last updated
how-to-make-a-cat-memory-journal-from-everyday-moments,https://sentimentalica.com/blog/how-to-make-a-cat-memory-journal-from-everyday-moments.html,https://sentimentalica.com/blog/img/how-to-make-a-cat-memory-journal-from-everyday-moments/gen4.jpg,101_Whisker_Bloom.csv,101_Whisker_Bloom.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-13 | 2026-08-18,2026-08-12
how-to-make-a-cat-memory-journal-from-everyday-moments,https://sentimentalica.com/blog/how-to-make-a-cat-memory-journal-from-everyday-moments.html,https://sentimentalica.com/blog/img/how-to-make-a-cat-memory-journal-from-everyday-moments/gen5.jpg,101_Whisker_Bloom.csv,101_Whisker_Bloom.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-13 | 2026-08-21,2026-08-12
how-to-make-a-cat-memory-journal-from-everyday-moments,https://sentimentalica.com/blog/how-to-make-a-cat-memory-journal-from-everyday-moments.html,https://sentimentalica.com/blog/img/how-to-make-a-cat-memory-journal-from-everyday-moments/gen6.png,101_Whisker_Bloom.csv,101_Whisker_Bloom.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-12 | 2026-08-13,2026-08-12
how-to-make-a-cat-memory-journal-from-everyday-moments,https://sentimentalica.com/blog/how-to-make-a-cat-memory-journal-from-everyday-moments.html,https://sentimentalica.com/blog/img/how-to-make-a-cat-memory-journal-from-everyday-moments/page1.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-13,2026-08-12
how-to-make-a-cat-memory-journal-from-everyday-moments,https://sentimentalica.com/blog/how-to-make-a-cat-memory-journal-from-everyday-moments.html,https://sentimentalica.com/blog/img/how-to-make-a-cat-memory-journal-from-everyday-moments/page2.jpg,101_Whisker_Bloom.csv,101_Whisker_Bloom.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-13 | 2026-08-24,2026-08-12
how-to-make-a-cat-memory-journal-from-everyday-moments,https://sentimentalica.com/blog/how-to-make-a-cat-memory-journal-from-everyday-moments.html,https://sentimentalica.com/blog/img/how-to-make-a-cat-memory-journal-from-everyday-moments/page5.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-13,2026-08-12
how-to-make-a-christmas-memory-pocket-that-feels-personal,https://sentimentalica.com/blog/how-to-make-a-christmas-memory-pocket-that-feels-personal.html,https://sentimentalica.com/blog/img/how-to-make-a-christmas-memory-pocket-that-feels-personal/infographic.png,UPLOAD_THIS_11_articles_2026-08-29.csv,UPLOAD_THIS_11_articles_2026-08-29.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-20,No,,,,2026-08-29,2026-08-20
how-to-make-a-christmas-memory-pocket-that-feels-personal,https://sentimentalica.com/blog/how-to-make-a-christmas-memory-pocket-that-feels-personal.html,https://sentimentalica.com/blog/img/how-to-make-a-christmas-memory-pocket-that-feels-personal/scene.png,UPLOAD_THIS_11_articles_2026-08-29.csv,UPLOAD_THIS_11_articles_2026-08-29.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-20,No,,,,2026-08-29,2026-08-20
how-to-make-a-feminine-junk-journal-feel-powerful,https://sentimentalica.com/blog/how-to-make-a-feminine-junk-journal-feel-powerful.html,https://sentimentalica.com/blog/img/how-to-make-a-feminine-junk-journal-feel-powerful/gen1.jpg,Nouveau_Goddess.csv,Nouveau_Goddess.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-06 | 2026-08-17,2026-08-12
how-to-make-a-feminine-junk-journal-feel-powerful,https://sentimentalica.com/blog/how-to-make-a-feminine-junk-journal-feel-powerful.html,https://sentimentalica.com/blog/img/how-to-make-a-feminine-junk-journal-feel-powerful/gen2.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-17,2026-08-12
how-to-make-a-feminine-junk-journal-feel-powerful,https://sentimentalica.com/blog/how-to-make-a-feminine-junk-journal-feel-powerful.html,https://sentimentalica.com/blog/img/how-to-make-a-feminine-junk-journal-feel-powerful/gen3.jpg,Nouveau_Goddess.csv,Nouveau_Goddess.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-16 | 2026-08-17,2026-08-12
how-to-make-a-feminine-junk-journal-feel-powerful,https://sentimentalica.com/blog/how-to-make-a-feminine-junk-journal-feel-powerful.html,https://sentimentalica.com/blog/img/how-to-make-a-feminine-junk-journal-feel-powerful/gen4.png,Nouveau_Goddess.csv,Nouveau_Goddess.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-11 | 2026-08-17,2026-08-12
how-to-make-a-feminine-junk-journal-feel-powerful,https://sentimentalica.com/blog/how-to-make-a-feminine-junk-journal-feel-powerful.html,https://sentimentalica.com/blog/img/how-to-make-a-feminine-junk-journal-feel-powerful/gen5.png,Nouveau_Goddess.csv,Nouveau_Goddess.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-17 | 2026-08-21,2026-08-12
how-to-make-a-feminine-junk-journal-feel-powerful,https://sentimentalica.com/blog/how-to-make-a-feminine-junk-journal-feel-powerful.html,https://sentimentalica.com/blog/img/how-to-make-a-feminine-junk-journal-feel-powerful/page1.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-17,2026-08-12
how-to-make-a-feminine-junk-journal-feel-powerful,https://sentimentalica.com/blog/how-to-make-a-feminine-junk-journal-feel-powerful.html,https://sentimentalica.com/blog/img/how-to-make-a-feminine-junk-journal-feel-powerful/page2.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-17,2026-08-12
how-to-make-a-feminine-junk-journal-feel-powerful,https://sentimentalica.com/blog/how-to-make-a-feminine-junk-journal-feel-powerful.html,https://sentimentalica.com/blog/img/how-to-make-a-feminine-junk-journal-feel-powerful/page3.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-17,2026-08-12
how-to-make-a-hidden-envelope-hinge-in-a-junk-journal,https://sentimentalica.com/blog/how-to-make-a-hidden-envelope-hinge-in-a-junk-journal.html,https://sentimentalica.com/blog/img/how-to-make-a-hidden-envelope-hinge-in-a-junk-journal/atmospheric.png,UPLOAD_THIS_latest-10-articles_2026-08-24_to_2026-08-27.csv,UPLOAD_THIS_latest-10-articles_2026-08-24_to_2026-08-27.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-18,No,,,,2026-08-24,2026-08-18
how-to-make-a-hidden-envelope-hinge-in-a-junk-journal,https://sentimentalica.com/blog/how-to-make-a-hidden-envelope-hinge-in-a-junk-journal.html,https://sentimentalica.com/blog/img/how-to-make-a-hidden-envelope-hinge-in-a-junk-journal/infographic-v2.png,UPLOAD_THIS_latest-10-articles_2026-08-24_to_2026-08-27.csv,UPLOAD_THIS_latest-10-articles_2026-08-24_to_2026-08-27.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-18,No,,,,2026-08-24,2026-08-18
how-to-make-a-hidden-envelope-hinge-in-a-junk-journal,https://sentimentalica.com/blog/how-to-make-a-hidden-envelope-hinge-in-a-junk-journal.html,https://sentimentalica.com/blog/img/how-to-make-a-hidden-envelope-hinge-in-a-junk-journal/process.png,UPLOAD_THIS_latest-10-articles_2026-08-24_to_2026-08-27.csv,UPLOAD_THIS_latest-10-articles_2026-08-24_to_2026-08-27.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-18,No,,,,2026-08-24,2026-08-18
how-to-make-a-journal-page-feel-like-a-place,https://sentimentalica.com/blog/how-to-make-a-journal-page-feel-like-a-place.html,https://sentimentalica.com/blog/img/how-to-make-a-journal-page-feel-like-a-place/gen1.jpg,116_Silk_Road.csv,116_Silk_Road.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-18,2026-08-12
how-to-make-a-journal-page-feel-like-a-place,https://sentimentalica.com/blog/how-to-make-a-journal-page-feel-like-a-place.html,https://sentimentalica.com/blog/img/how-to-make-a-journal-page-feel-like-a-place/gen2.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-18,2026-08-12
how-to-make-a-journal-page-feel-like-a-place,https://sentimentalica.com/blog/how-to-make-a-journal-page-feel-like-a-place.html,https://sentimentalica.com/blog/img/how-to-make-a-journal-page-feel-like-a-place/gen3.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-18,2026-08-12
how-to-make-a-journal-page-feel-lived-in,https://sentimentalica.com/blog/how-to-make-a-journal-page-feel-lived-in.html,https://sentimentalica.com/blog/img/how-to-make-a-journal-page-feel-lived-in/gen1-pinterest.jpg,UPLOAD_NOW_RETRY_14-scheduling-limit_2026-08-11.csv,UPLOAD_NOW_RETRY_14-scheduling-limit_2026-08-11.csv | UPLOAD_RETRY_14-corrected-image-files_2026-08-10.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-21,2026-08-12
how-to-make-a-journal-page-feel-lived-in,https://sentimentalica.com/blog/how-to-make-a-journal-page-feel-lived-in.html,https://sentimentalica.com/blog/img/how-to-make-a-journal-page-feel-lived-in/gen1.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-21,2026-08-12
how-to-make-a-journal-page-feel-lived-in,https://sentimentalica.com/blog/how-to-make-a-journal-page-feel-lived-in.html,https://sentimentalica.com/blog/img/how-to-make-a-journal-page-feel-lived-in/gen2-pinterest.jpg,UPLOAD_NOW_RETRY_14-scheduling-limit_2026-08-11.csv,UPLOAD_NOW_RETRY_14-scheduling-limit_2026-08-11.csv | UPLOAD_RETRY_14-corrected-image-files_2026-08-10.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-21,2026-08-12
how-to-make-a-journal-page-feel-lived-in,https://sentimentalica.com/blog/how-to-make-a-journal-page-feel-lived-in.html,https://sentimentalica.com/blog/img/how-to-make-a-journal-page-feel-lived-in/gen2.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-21,2026-08-12
how-to-make-a-journal-page-feel-lived-in,https://sentimentalica.com/blog/how-to-make-a-journal-page-feel-lived-in.html,https://sentimentalica.com/blog/img/how-to-make-a-journal-page-feel-lived-in/gen3-pinterest.jpg,UPLOAD_NOW_RETRY_14-scheduling-limit_2026-08-11.csv,UPLOAD_NOW_RETRY_14-scheduling-limit_2026-08-11.csv | UPLOAD_RETRY_14-corrected-image-files_2026-08-10.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-21,2026-08-12
how-to-make-a-journal-page-feel-lived-in,https://sentimentalica.com/blog/how-to-make-a-journal-page-feel-lived-in.html,https://sentimentalica.com/blog/img/how-to-make-a-journal-page-feel-lived-in/gen3.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-21,2026-08-12
how-to-make-a-journal-page-feel-lived-in,https://sentimentalica.com/blog/how-to-make-a-journal-page-feel-lived-in.html,https://sentimentalica.com/blog/img/how-to-make-a-journal-page-feel-lived-in/gen4-pinterest.jpg,UPLOAD_NOW_RETRY_14-scheduling-limit_2026-08-11.csv,UPLOAD_NOW_RETRY_14-scheduling-limit_2026-08-11.csv | UPLOAD_RETRY_14-corrected-image-files_2026-08-10.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-21,2026-08-12
how-to-make-a-journal-page-feel-lived-in,https://sentimentalica.com/blog/how-to-make-a-journal-page-feel-lived-in.html,https://sentimentalica.com/blog/img/how-to-make-a-journal-page-feel-lived-in/gen4.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-21,2026-08-12
how-to-make-a-shabby-chic-journal-feel-soft-not-sugary,https://sentimentalica.com/blog/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary.html,https://sentimentalica.com/blog/img/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary/cottage-chimney-page.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_RETRY_ONLY_38-duplicate-titles-fixed_2026-08-12.csv | UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-12,No,,Rejected,Multiples rows with the same title,2026-08-12,2026-08-12
how-to-make-a-shabby-chic-journal-feel-soft-not-sugary,https://sentimentalica.com/blog/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary.html,https://sentimentalica.com/blog/img/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary/gen1.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-15,2026-08-12
how-to-make-a-shabby-chic-journal-feel-soft-not-sugary,https://sentimentalica.com/blog/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary.html,https://sentimentalica.com/blog/img/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary/gen2.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-13,2026-08-12
how-to-make-a-shabby-chic-journal-feel-soft-not-sugary,https://sentimentalica.com/blog/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary.html,https://sentimentalica.com/blog/img/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary/gen3.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-16,2026-08-12
how-to-make-a-shabby-chic-journal-feel-soft-not-sugary,https://sentimentalica.com/blog/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary.html,https://sentimentalica.com/blog/img/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary/palette-cottage-pink.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_RETRY_ONLY_38-duplicate-titles-fixed_2026-08-12.csv | UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-12,No,,Rejected,Multiples rows with the same title,2026-08-14,2026-08-12
how-to-make-a-shabby-chic-journal-feel-soft-not-sugary,https://sentimentalica.com/blog/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary.html,https://sentimentalica.com/blog/img/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary/palette-rose-and-olive.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-15,2026-08-12
how-to-make-a-shabby-chic-journal-feel-soft-not-sugary,https://sentimentalica.com/blog/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary.html,https://sentimentalica.com/blog/img/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary/palette-sage-and-blush.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_RETRY_ONLY_38-duplicate-titles-fixed_2026-08-12.csv | UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-12,No,,Rejected,Multiples rows with the same title,2026-08-15,2026-08-12
how-to-make-a-shabby-chic-journal-feel-soft-not-sugary,https://sentimentalica.com/blog/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary.html,https://sentimentalica.com/blog/img/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary/rose-cottage-page.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_RETRY_ONLY_38-duplicate-titles-fixed_2026-08-12.csv | UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-12,No,,Rejected,Multiples rows with the same title,2026-08-13,2026-08-12
how-to-make-a-shabby-chic-journal-feel-soft-not-sugary,https://sentimentalica.com/blog/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary.html,https://sentimentalica.com/blog/img/how-to-make-a-shabby-chic-journal-feel-soft-not-sugary/rose-frame-page.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-15,2026-08-12
how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy,https://sentimentalica.com/blog/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy.html,https://sentimentalica.com/blog/img/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy/gen1.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-13,2026-08-12
how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy,https://sentimentalica.com/blog/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy.html,https://sentimentalica.com/blog/img/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy/gen2.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-15,2026-08-12
how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy,https://sentimentalica.com/blog/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy.html,https://sentimentalica.com/blog/img/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy/gen3.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-13,2026-08-12
how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy,https://sentimentalica.com/blog/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy.html,https://sentimentalica.com/blog/img/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy/page1.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-12,2026-08-12
how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy,https://sentimentalica.com/blog/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy.html,https://sentimentalica.com/blog/img/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy/page2.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_RETRY_ONLY_38-duplicate-titles-fixed_2026-08-12.csv | UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-12,No,,Rejected,Multiples rows with the same title,2026-08-14,2026-08-12
how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy,https://sentimentalica.com/blog/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy.html,https://sentimentalica.com/blog/img/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy/page3.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-16,2026-08-12
how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy,https://sentimentalica.com/blog/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy.html,https://sentimentalica.com/blog/img/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy/palette1.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-13,2026-08-12
how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy,https://sentimentalica.com/blog/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy.html,https://sentimentalica.com/blog/img/how-to-make-a-spring-junk-journal-page-feel-fresh-not-busy/palette2.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-13,2026-08-12
how-to-make-a-thanksgiving-recipe-memory-journal,https://sentimentalica.com/blog/how-to-make-a-thanksgiving-recipe-memory-journal.html,https://sentimentalica.com/blog/img/how-to-make-a-thanksgiving-recipe-memory-journal/gen1.png,UPLOAD_TODAY_five-seasonal-articles_2026-08-13.csv,UPLOAD_TODAY_five-seasonal-articles_2026-08-13.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-13,No,,,,2026-08-13,2026-08-13
how-to-make-a-thanksgiving-recipe-memory-journal,https://sentimentalica.com/blog/how-to-make-a-thanksgiving-recipe-memory-journal.html,https://sentimentalica.com/blog/img/how-to-make-a-thanksgiving-recipe-memory-journal/gen2.png,UPLOAD_TODAY_five-seasonal-articles_2026-08-13.csv,UPLOAD_TODAY_five-seasonal-articles_2026-08-13.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-13,No,,,,2026-08-13,2026-08-13
how-to-make-cottagecore-digital-pages-feel-handmade,https://sentimentalica.com/blog/how-to-make-cottagecore-digital-pages-feel-handmade.html,https://sentimentalica.com/blog/img/how-to-make-cottagecore-digital-pages-feel-handmade/infographic.png,UPLOAD_THIS_11_articles_2026-08-29.csv,UPLOAD_THIS_11_articles_2026-08-29.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-20,No,,,,2026-08-29,2026-08-20
how-to-make-cottagecore-digital-pages-feel-handmade,https://sentimentalica.com/blog/how-to-make-cottagecore-digital-pages-feel-handmade.html,https://sentimentalica.com/blog/img/how-to-make-cottagecore-digital-pages-feel-handmade/scene.png,UPLOAD_THIS_11_articles_2026-08-29.csv,UPLOAD_THIS_11_articles_2026-08-29.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-20,No,,,,2026-08-29,2026-08-20
how-to-make-forest-journal-pages-feel-deep-not-muddy,https://sentimentalica.com/blog/how-to-make-forest-journal-pages-feel-deep-not-muddy.html,https://sentimentalica.com/blog/img/how-to-make-forest-journal-pages-feel-deep-not-muddy/gen1.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-13,2026-08-12
how-to-make-forest-journal-pages-feel-deep-not-muddy,https://sentimentalica.com/blog/how-to-make-forest-journal-pages-feel-deep-not-muddy.html,https://sentimentalica.com/blog/img/how-to-make-forest-journal-pages-feel-deep-not-muddy/gen2.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-13,2026-08-12
how-to-make-forest-journal-pages-feel-deep-not-muddy,https://sentimentalica.com/blog/how-to-make-forest-journal-pages-feel-deep-not-muddy.html,https://sentimentalica.com/blog/img/how-to-make-forest-journal-pages-feel-deep-not-muddy/gen3.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-15,2026-08-12
how-to-make-forest-journal-pages-feel-deep-not-muddy,https://sentimentalica.com/blog/how-to-make-forest-journal-pages-feel-deep-not-muddy.html,https://sentimentalica.com/blog/img/how-to-make-forest-journal-pages-feel-deep-not-muddy/page1.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-12,2026-08-12
how-to-make-forest-journal-pages-feel-deep-not-muddy,https://sentimentalica.com/blog/how-to-make-forest-journal-pages-feel-deep-not-muddy.html,https://sentimentalica.com/blog/img/how-to-make-forest-journal-pages-feel-deep-not-muddy/page2.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_RETRY_ONLY_38-duplicate-titles-fixed_2026-08-12.csv | UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-12,No,,Rejected,Multiples rows with the same title,2026-08-14,2026-08-12
how-to-make-forest-journal-pages-feel-deep-not-muddy,https://sentimentalica.com/blog/how-to-make-forest-journal-pages-feel-deep-not-muddy.html,https://sentimentalica.com/blog/img/how-to-make-forest-journal-pages-feel-deep-not-muddy/page3.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-16,2026-08-12
how-to-make-forest-journal-pages-feel-deep-not-muddy,https://sentimentalica.com/blog/how-to-make-forest-journal-pages-feel-deep-not-muddy.html,https://sentimentalica.com/blog/img/how-to-make-forest-journal-pages-feel-deep-not-muddy/palette1.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-13,2026-08-12
